sub_id,name,lat,lon,Pd,state,ba
37465,BLOOMINGTON,34.0384,-117.48,27.75,CA,CISO
37466,SAN BERNARDINO 1,34.311,-117.295,51.02,CA,CISO
37467,SAN BERNARDINO 2,34.125,-117.303,51.02,CA,CISO
37468,RIALTO 2,34.1937,-117.321,48.91,CA,CISO
37469,RIALTO 3,34.1743,-117.378,48.91,CA,CISO
37470,RIALTO 4,34.1736,-117.43,48.91,CA,CISO
37471,RIVERSIDE 11,34.0675,-117.284,85.38,CA,CISO
37472,LAKE ELSINORE 1,33.5705,-117.378,45.19,CA,CISO
37473,LAKE ELSINORE 2,33.6384,-117.299,45.19,CA,CISO
37474,RIVERSIDE 12,33.9339,-117.386,71.1,CA,CISO
37475,RIVERSIDE 13,33.877,-117.277,39.6,CA,CISO
37476,OCEANSIDE 1,33.2746,-117.318,36.34,CA,CISO
37477,VICTORVILLE 3,34.6184,-117.346,31.92,CA,CISO
37478,VICTORVILLE 4,34.6304,-117.374,29.91,CA,CISO
37479,HELENDALE,34.7923,-117.444,11.48,CA,CISO
37480,MURRIETA 1,33.4977,-117.348,55.87,CA,CISO
37481,MURRIETA 2,33.4634,-117.355,55.87,CA,CISO
37482,RIVERSIDE 14,33.8329,-117.385,31.5,CA,CISO
37483,RIVERSIDE 15,33.9214,-117.337,52.2,CA,CISO
37484,RIVERSIDE 16,33.9271,-117.299,52.2,CA,CISO
37485,PERRIS 1,33.7153,-117.416,48.33,CA,CISO
37486,PERRIS 2,33.8193,-117.356,48.33,CA,CISO
37487,SAN BERNARDINO 3,34.1686,-117.339,23.59,CA,CISO
37488,CARLSBAD 1,33.0893,-117.314,46.58,CA,CISO
37489,CARLSBAD 2,33.1597,-117.356,24.88,CA,CISO
37490,OCEANSIDE 2,33.2426,-117.316,38.19,CA,CISO
37491,OCEANSIDE 3,33.3913,-117.269,38.19,CA,CISO
37492,SAN BERNARDINO 4,34.223,-117.354,25.99,CA,CISO
37493,HESPERIA 2,34.4135,-117.357,47.23,CA,CISO
37494,HESPERIA 3,34.3031,-117.315,47.23,CA,CISO
37495,HESPERIA 4,34.336,-117.355,49.49,CA,CISO
37496,SAN BERNARDINO 5,34.0565,-117.247,44.47,CA,CISO
37497,SAN BERNARDINO 6,34.1312,-117.232,44.47,CA,CISO
37498,OCEANSIDE 4,33.2452,-117.264,46.65,CA,CISO
37499,OCEANSIDE 5,33.1064,-117.321,46.65,CA,CISO
37500,CARLSBAD 3,33.1401,-117.342,76.67,CA,CISO
37501,VICTORVILLE 5,34.5781,-117.266,38.16,CA,CISO
37502,VICTORVILLE 6,34.5052,-117.255,38.16,CA,CISO
37503,COLTON 1,34.1131,-117.21,50.85,CA,CISO
37504,COLTON 2,34.0244,-117.297,78.6,CA,CISO
37505,OCEANSIDE 6,33.2574,-117.371,48.69,CA,CISO
37506,OCEANSIDE 7,33.2272,-117.311,107.85,CA,CISO
37507,CRESTLINE,34.252,-117.204,16.9,CA,CISO
37508,SAN BERNARDINO 7,34.1286,-117.18,28.05,CA,CISO
37509,ENCINITAS 1,33.1185,-117.322,44.21,CA,CISO
37510,ENCINITAS 2,33.0227,-117.287,46.1,CA,CISO
37511,WILDOMAR 1,33.6996,-117.357,26.87,CA,CISO
37512,WILDOMAR 2,33.5742,-117.31,33.45,CA,CISO
37513,MORENO VALLEY 1,33.9228,-117.19,45.29,CA,CISO
37514,MORENO VALLEY 2,33.9353,-117.321,45.29,CA,CISO
37515,LA JOLLA 1,32.7628,-117.253,64.91,CA,CISO
37516,LA JOLLA 2,32.8071,-117.265,42.1,CA,CISO
37517,SUN CITY 1,33.7341,-117.157,30.02,CA,CISO
37518,DEL MAR,32.9546,-117.266,23.68,CA,CISO
37519,VISTA 1,33.1765,-117.281,33.28,CA,CISO
37520,MORENO VALLEY 3,33.8253,-117.149,66.35,CA,CISO
37521,MORENO VALLEY 4,33.9439,-117.307,66.35,CA,CISO
37522,CARLSBAD 4,33.125,-117.2,55.44,CA,CISO
37523,CARLSBAD 5,33.1608,-117.244,36.67,CA,CISO
37524,VISTA 2,33.1088,-117.255,24.66,CA,CISO
37525,VISTA 3,33.0958,-117.208,41.83,CA,CISO
37526,SAN DIEGO 1,32.6125,-117.136,34.79,CA,CISO
37527,SAN DIEGO 2,32.7014,-117.255,42.24,CA,CISO
37528,SAN DIEGO 3,32.6929,-117.253,47.39,CA,CISO
37529,MORENO VALLEY 5,33.8914,-117.299,27.73,CA,CISO
37530,SAN BERNARDINO 8,34.1138,-117.311,91.25,CA,CISO
37531,SAN BERNARDINO 9,34.1558,-117.308,52.44,CA,CISO
37532,SAN DIEGO 4,32.8839,-117.253,51.57,CA,CISO
37533,SAN DIEGO 5,32.891,-117.253,44.05,CA,CISO
37534,CORONADO 1,32.7467,-117.199,42.43,CA,CISO
37535,FALLBROOK 1,33.4802,-117.307,41.62,CA,CISO
37536,FALLBROOK 2,33.3794,-117.127,41.62,CA,CISO
37537,PERRIS 3,33.9,-117.181,75.0,CA,CISO
37538,PERRIS 4,33.9207,-117.201,47.26,CA,CISO
37539,VISTA 4,33.3052,-117.276,42.89,CA,CISO
37540,VISTA 5,33.1461,-117.103,42.89,CA,CISO
37541,SAN DIEGO 6,32.8081,-117.236,71.98,CA,CISO
37542,SAN DIEGO 7,32.8578,-117.219,46.2,CA,CISO
37543,LAKE ARROWHEAD,34.3329,-117.154,19.06,CA,CISO
37544,SUN CITY 2,33.6312,-117.273,69.23,CA,CISO
37545,HIGHLAND 1,34.0627,-117.234,49.43,CA,CISO
37546,HIGHLAND 2,34.054,-117.101,49.43,CA,CISO
37547,SAN MARCOS 1,33.1302,-117.237,38.62,CA,CISO
37548,SAN MARCOS 2,33.1677,-117.137,38.62,CA,CISO
37549,MENIFEE 1,33.6406,-117.129,39.06,CA,CISO
37550,MENIFEE 2,33.6837,-117.185,39.06,CA,CISO
37551,SUN CITY 3,33.8106,-117.167,46.08,CA,CISO
37552,REDLANDS 1,34.1671,-117.234,40.8,CA,CISO
37553,REDLANDS 2,34.0315,-117.22,36.24,CA,CISO
37554,SAN DIEGO 8,32.8992,-117.254,39.36,CA,CISO
37555,SAN DIEGO 9,32.8329,-117.191,39.36,CA,CISO
37556,SAN DIEGO 10,32.7919,-117.153,33.74,CA,CISO
37557,SAN DIEGO 11,32.7871,-117.105,62.89,CA,CISO
37558,SAN DIEGO 12,32.9026,-117.229,40.59,CA,CISO
37559,SAN DIEGO 13,32.7515,-117.217,40.59,CA,CISO
37560,SAN DIEGO 14,32.77,-117.213,27.96,CA,CISO
37561,SAN DIEGO 15,32.8248,-117.253,27.96,CA,CISO
37562,APPLE VALLEY 1,34.5232,-117.179,35.85,CA,CISO
37563,APPLE VALLEY 2,34.4527,-117.208,35.85,CA,CISO
37564,REDLANDS 3,34.0944,-117.234,33.56,CA,CISO
37565,REDLANDS 4,34.0972,-117.206,30.08,CA,CISO
37566,SAN MARCOS 3,33.216,-117.077,41.73,CA,CISO
37567,SAN MARCOS 4,33.2004,-117.236,41.73,CA,CISO
37568,MURRIETA 3,33.574,-117.205,48.5,CA,CISO
37569,MURRIETA 4,33.5411,-117.174,48.5,CA,CISO
37570,SAN DIEGO 16,32.7343,-117.123,33.94,CA,CISO
37571,SAN DIEGO 17,32.9275,-117.219,66.01,CA,CISO
37572,SAN DIEGO 18,32.8664,-117.157,90.15,CA,CISO
37573,SAN DIEGO 19,32.8376,-117.134,24.14,CA,CISO
37574,APPLE VALLEY 3,34.5634,-117.166,33.87,CA,CISO
37575,APPLE VALLEY 4,34.5289,-117.096,33.87,CA,CISO
37576,SAN DIEGO 20,32.9781,-117.09,35.4,CA,CISO
37577,SAN DIEGO 21,33.0208,-117.169,35.4,CA,CISO
37578,ESCONDIDO 1,33.069,-117.13,34.24,CA,CISO
37579,SAN DIEGO 22,32.6463,-117.038,39.97,CA,CISO
37580,SAN DIEGO 23,32.6459,-117.091,39.97,CA,CISO
37581,SAN DIEGO 24,32.9768,-117.172,46.38,CA,CISO
37582,SAN DIEGO 25,33.013,-117.149,46.38,CA,CISO
37583,SAN DIEGO 26,32.7997,-117.063,28.51,CA,CISO
37584,IMPERIAL BEACH,32.5085,-117.175,23.15,CA,CISO
37585,SAN DIEGO 27,32.6909,-117.109,50.46,CA,CISO
37586,SAN DIEGO 28,32.7813,-117.174,50.46,CA,CISO
37587,SAN DIEGO 29,32.617,-117.021,38.94,CA,CISO
37588,SAN DIEGO 30,32.6511,-117.154,64.73,CA,CISO
37589,ESCONDIDO 2,33.1302,-117.145,44.03,CA,CISO
37590,ESCONDIDO 3,33.1919,-117.034,78.3,CA,CISO
37591,MORENO VALLEY 6,33.8443,-117.164,35.17,CA,CISO
37592,MORENO VALLEY 7,33.9133,-117.163,35.17,CA,CISO
37593,TEMECULA 1,33.5754,-117.04,34.44,CA,CISO
37594,TEMECULA 2,33.5171,-117.087,34.44,CA,CISO
37595,NATIONAL CITY 1,32.6418,-117.061,54.29,CA,CISO
37596,NATIONAL CITY 2,32.6859,-117.099,54.29,CA,CISO
37597,SAN DIEGO 31,32.6845,-117.182,63.84,CA,CISO
37598,SAN DIEGO 32,32.7143,-117.079,62.83,CA,CISO
37599,SAN DIEGO 33,32.8659,-117.098,51.08,CA,CISO
37600,SAN DIEGO 34,32.9234,-117.108,29.51,CA,CISO
37601,ESCONDIDO 4,33.1891,-117.168,53.52,CA,CISO
37602,ESCONDIDO 5,33.0739,-117.024,44.98,CA,CISO
37603,SAN DIEGO 35,32.838,-117.091,80.1,CA,CISO
37604,SAN DIEGO 36,32.7811,-116.977,52.7,CA,CISO
37605,MENTONE,34.0942,-117.089,24.07,CA,CISO
37606,SAN DIEGO 37,33.0329,-116.988,42.74,CA,CISO
37607,SAN DIEGO 38,32.9785,-116.975,42.74,CA,CISO
37608,SAN DIEGO 39,32.7474,-117.059,46.6,CA,CISO
37609,CHULA VISTA 1,32.6809,-117.103,68.29,CA,CISO
37610,CHULA VISTA 2,32.6531,-117.044,45.48,CA,CISO
37611,SAN DIEGO 40,32.6618,-117.136,58.89,CA,CISO
37612,SAN DIEGO 41,32.7165,-117.096,104.37,CA,CISO
37613,CHULA VISTA 3,32.6917,-116.995,49.8,CA,CISO
37614,CHULA VISTA 4,32.5743,-117.07,49.8,CA,CISO
37615,CHULA VISTA 5,32.5641,-117.131,49.8,CA,CISO
37616,CALIMESA,34.0086,-116.958,14.02,CA,CISO
37617,WINCHESTER,33.7439,-117.028,41.71,CA,CISO
37618,SAN DIEGO 42,32.6211,-117.091,31.61,CA,CISO
37619,SAN DIEGO 43,32.7219,-117.111,31.61,CA,CISO
37620,SAN YSIDRO,32.5364,-117.125,49.63,CA,CISO
37621,TEMECULA 3,33.4461,-117.141,65.24,CA,CISO
37622,TEMECULA 4,33.5484,-116.985,65.24,CA,CISO
37623,HEMET 1,33.7109,-117.075,52.54,CA,CISO
37624,HEMET 2,33.6598,-117.037,35.51,CA,CISO
37625,SAN DIEGO 44,32.7927,-117.08,41.5,CA,CISO
37626,LA MESA 1,32.6905,-116.947,34.26,CA,CISO
37627,LA MESA 2,32.7231,-116.927,57.18,CA,CISO
37628,SAN JACINTO 1,33.8187,-116.937,28.17,CA,CISO
37629,POWAY 1,32.9831,-117.023,43.11,CA,CISO
37630,POWAY 2,32.8976,-117.022,72.62,CA,CISO
37631,BONITA,32.6888,-117.014,60.38,CA,CISO
37632,YUCAIPA 1,34.0687,-117.006,58.11,CA,CISO
37633,YUCAIPA 2,33.9566,-117.058,47.35,CA,CISO
37634,SAN DIEGO 45,32.6091,-116.916,48.12,CA,CISO
37635,SAN DIEGO 46,32.562,-116.927,47.82,CA,CISO
37636,SAN DIEGO 47,32.549,-117.04,47.82,CA,CISO
37637,LA MESA 3,32.823,-116.908,28.6,CA,CISO
37638,SPRING VALLEY 1,32.7538,-116.926,52.53,CA,CISO
37639,SPRING VALLEY 2,32.7923,-117.0,52.53,CA,CISO
37640,SANTEE 1,32.7973,-117.036,48.08,CA,CISO
37641,SANTEE 2,32.8469,-117.047,48.08,CA,CISO
37642,BEAUMONT 1,33.9222,-117.053,39.24,CA,CISO
37643,BEAUMONT 2,33.9164,-116.893,43.83,CA,CISO
37644,CHULA VISTA 6,32.5538,-117.025,63.36,CA,CISO
37645,CHULA VISTA 7,32.6799,-116.909,36.87,CA,CISO
37646,ESCONDIDO 6,33.0739,-117.055,48.49,CA,CISO
37647,ESCONDIDO 7,33.1746,-117.011,48.89,CA,CISO
37648,EL CAJON 1,32.7647,-117.052,51.99,CA,CISO
37649,EL CAJON 2,32.8365,-117.045,51.99,CA,CISO
37650,BARSTOW,34.9763,-116.884,61.03,CA,CISO
37651,HEMET 3,33.6727,-116.946,30.2,CA,CISO
37652,HEMET 4,33.7651,-116.953,30.2,CA,CISO
37653,CHULA VISTA 8,32.5389,-117.073,44.39,CA,CISO
37654,CHULA VISTA 9,32.6254,-116.939,27.81,CA,CISO
37655,SAN JACINTO 2,33.7511,-116.985,27.21,CA,CISO
37656,SAN JACINTO 3,33.8452,-116.921,27.21,CA,CISO
37657,LUCERNE VALLEY,34.6052,-116.882,11.62,CA,CISO
37658,LAKESIDE 1,32.8654,-116.936,39.76,CA,CISO
37659,LAKESIDE 2,32.892,-116.907,37.15,CA,CISO
37660,HEMET 5,33.5711,-116.876,47.12,CA,CISO
37661,HEMET 6,33.7264,-116.938,40.26,CA,CISO
37662,EL CAJON 3,32.8161,-116.854,54.35,CA,CISO
37663,EL CAJON 4,32.7444,-116.923,38.34,CA,CISO
37664,EL CAJON 5,32.9052,-116.873,58.56,CA,CISO
37665,EL CAJON 6,32.9209,-116.776,64.75,CA,CISO
37666,RAMONA 1,33.0004,-116.949,31.87,CA,CISO
37667,RAMONA 2,32.9954,-116.891,34.11,CA,CISO
37668,BANNING 1,34.0264,-116.86,32.56,CA,CISO
37669,BANNING 2,34.0129,-116.825,28.47,CA,CISO
37670,BIG BEAR CITY,34.3118,-116.797,23.99,CA,CISO
37671,JAMUL,32.7332,-116.79,17.31,CA,CISO
37672,ALPINE 1,32.8721,-116.737,35.31,CA,CISO
37673,FORT IRWIN,35.1807,-116.651,22.04,CA,CISO
37674,ANZA,33.43,-116.561,12.03,CA,CISO
37675,PALM SPRINGS 1,33.8203,-116.655,30.63,CA,CISO
37676,PALM SPRINGS 2,33.9086,-116.602,25.79,CA,CISO
37677,DESERT HOT SPRINGS 1,33.8616,-116.507,31.25,CA,CISO
37678,DESERT HOT SPRINGS 2,34.0342,-116.555,37.71,CA,CISO
37679,PALM SPRINGS 3,33.6556,-116.466,34.89,CA,CISO
37680,CATHEDRAL CITY 1,33.8237,-116.516,46.04,CA,CISO
37681,CATHEDRAL CITY 2,33.7378,-116.524,46.04,CA,CISO
37682,YUCCA VALLEY 1,34.2055,-116.371,22.59,CA,CISO
37683,YUCCA VALLEY 2,34.2433,-116.521,23.62,CA,CISO
37684,RANCHO MIRAGE,33.6858,-116.504,33.99,CA,CISO
37685,PALM DESERT 1,33.677,-116.424,37.0,CA,CISO
37686,PALM DESERT 2,33.6512,-116.337,28.58,CA,IID
37687,PALM DESERT 3,33.773,-116.319,43.73,CA,IID
37688,DESERT HOT SPRINGS 3,33.8188,-116.315,29.5,CA,IID
37689,JOSHUA TREE,34.0812,-116.266,17.36,CA,CISO
37690,LA QUINTA 1,33.5538,-116.225,33.54,CA,IID
37691,LA QUINTA 2,33.6974,-116.292,33.54,CA,IID
37692,INDIO 1,33.8236,-116.267,23.04,CA,IID
37693,INDIO 2,33.7737,-116.135,55.64,CA,IID
37694,INDIO 3,33.6303,-116.174,55.64,CA,IID
37695,COACHELLA 1,33.6987,-116.218,36.97,CA,IID
37696,COACHELLA 2,33.7054,-116.256,60.02,CA,IID
37697,BORREGO SPRINGS,33.0926,-116.146,6.99,CA,IID
37698,THERMAL,33.4073,-116.047,35.64,CA,IID
37699,TWENTYNINE PALMS 1,34.2672,-116.022,6.94,CA,CISO
37700,MECCA 1,33.5912,-115.982,22.98,CA,IID
37701,IMPERIAL 1,32.9338,-115.635,42.13,CA,IID
37702,TWENTYNINE PALMS 2,34.2073,-115.658,43.07,CA,CISO
37703,EL CENTRO 1,32.7681,-115.641,43.93,CA,IID
37704,EL CENTRO 2,32.7651,-115.593,43.23,CA,IID
37705,CALIPATRIA 1,33.2618,-115.52,18.77,CA,IID
37706,CALEXICO 1,32.7157,-115.482,35.17,CA,IID
37707,CALEXICO 2,32.5951,-115.452,35.17,CA,IID
37708,HEBER 1,32.644,-115.772,13.2,CA,IID
37709,BRAWLEY 1,32.9602,-115.352,23.61,CA,IID
37710,BRAWLEY 2,32.9459,-115.317,23.61,CA,IID
37711,HOLTVILLE 1,32.7846,-115.084,20.68,CA,IID
37712,BLYTHE 1,33.7528,-114.623,46.78,CA,WALC
37713,NEEDLES,34.9721,-114.698,9.69,CA,WALC
37714,HINKLEY 1,35.0111,-117.324,3.05,CA,CISO
37715,ESCONDIDO 8,33.1219,-117.117,0.0,CA,CISO
37716,NORTH PALM SPRINGS 1,33.9228,-116.542,0.0,CA,CISO
37717,SAN DIEGO 48,32.5624,-116.944,2.01,CA,CISO
37718,HOLTVILLE 2,32.7757,-115.264,0.0,CA,IID
37719,DESERT CENTER,33.8231,-115.394,0.4,CA,CISO
37720,CALEXICO 3,32.6869,-115.648,0.0,CA,IID
37721,HOLTVILLE 3,33.0139,-115.544,0.0,CA,IID
37722,CAMPO,32.7056,-116.343,14.02,CA,CISO
37723,NIPTON 1,35.5561,-115.469,0.16,CA,CISO
37724,DESERT HOT SPRINGS 4,33.9342,-116.571,1.55,CA,CISO
37725,SAN DIEGO 49,32.8769,-117.166,0.0,CA,CISO
37726,REDLANDS 5,34.0818,-117.242,0.0,CA,CISO
37727,ESCONDIDO 9,33.1185,-117.1,0.0,CA,CISO
37728,RANCHO CUCAMONGA 8,34.0912,-117.527,0.0,CA,CISO
37729,ONTARIO 8,34.0053,-117.56,0.0,CA,CISO
37730,HEBER 2,32.7146,-115.518,0.0,CA,IID
37731,EL CAJON 7,32.7965,-116.972,0.0,CA,CISO
37732,PALA,33.3594,-117.111,7.41,CA,CISO
37733,TRONA,35.765,-117.383,3.5,CA,CISO
37734,IRVINE 9,33.613,-117.822,24.77,CA,CISO
37735,CALIPATRIA 2,33.1646,-115.616,0.0,CA,IID
37736,NORTH PALM SPRINGS 2,33.9393,-116.553,0.0,CA,CISO
37737,CALIPATRIA 3,33.1582,-115.639,7.09,CA,IID
37738,COLTON 3,34.0414,-117.36,23.59,CA,CISO
37739,MECCA 2,33.586,-116.087,0.0,CA,IID
37740,BRAWLEY 3,32.9553,-115.536,0.0,CA,IID
37741,RANCHO SANTA FE,32.8747,-117.239,0.0,CA,CISO
37742,HINKLEY 2,35.033,-117.338,0.0,CA,CISO
37743,ESCONDIDO 10,33.1197,-117.118,0.0,CA,CISO
37744,VICTORVILLE 7,34.5953,-117.365,0.0,CA,CISO
37745,EL CAJON 8,32.7961,-116.972,0.0,CA,CISO
37746,CALIPATRIA 4,33.1779,-115.565,0.0,CA,IID
37747,NORTH PALM SPRINGS 3,33.8816,-116.553,0.0,CA,CISO
37748,SAN BERNARDINO 10,34.2056,-117.334,0.0,CA,CISO
37749,HINKLEY 3,35.0308,-117.356,0.0,CA,CISO
37750,CORONA 11,33.8912,-117.608,0.0,CA,CISO
37751,ANAHEIM 14,33.8535,-117.856,0.0,CA,CISO
37752,CALIPATRIA 5,33.08,-115.47,0.0,CA,IID
37753,BLYTHE 2,33.6157,-114.686,0.42,CA,CISO
37754,NIPTON 2,35.5331,-115.453,0.0,CA,CISO
37755,IMPERIAL 2,32.9038,-115.512,0.0,CA,IID
37756,HESPERIA 5,34.3074,-117.324,0.0,CA,CISO
37757,SAN DIEGO 50,32.8761,-117.166,0.0,CA,CISO
37758,CALIPATRIA 6,33.157,-115.639,0.0,CA,IID
37759,OCOTILLO,32.7528,-116.045,0.0,CA,IID
37760,CORONADO 2,32.7052,-117.19,0.0,CA,CISO
37761,SEELEY,32.7533,-115.726,0.0,CA,IID
37762,WINTERHAVEN,32.7366,-114.714,0.0,CA,IID
37763,DESERT HOT SPRINGS 5,33.9447,-116.622,0.0,CA,CISO
37764,EL CENTRO 3,32.8022,-115.54,0.0,CA,IID
37765,NORTH PALM SPRINGS 4,33.9109,-116.553,0.0,CA,CISO
37766,SAN DIEGO 51,32.6793,-117.122,0.0,CA,CISO
37767,ONTARIO 9,34.0454,-117.54,0.0,CA,CISO
37768,CALEXICO 4,32.6711,-115.587,0.0,CA,IID
37769,COLTON 4,34.0606,-117.353,0.0,CA,CISO
37770,STANTON 2,33.8073,-117.983,0.0,CA,CISO
37771,CALIPATRIA 7,33.1633,-115.617,0.0,CA,IID
37772,BLYTHE 3,33.665,-114.998,0.0,CA,CISO
37773,RIVERSIDE 17,33.9308,-117.293,0.0,CA,CISO
37774,DAGGETT,34.8659,-116.825,0.0,CA,CISO
37775,HEBER 3,32.7144,-115.536,0.0,CA,IID
37776,SAN DIEGO 52,32.834,-117.134,0.0,CA,CISO
37777,ESCONDIDO 11,33.0586,-117.119,0.0,CA,CISO
37778,CALIPATRIA 8,33.1777,-115.603,0.0,CA,IID
37779,RANCHO CUCAMONGA 9,34.0903,-117.534,0.0,CA,CISO
37780,CALIPATRIA 9,33.1533,-115.638,0.0,CA,IID
37781,PARKER DAM,34.2953,-114.14,0.0,CA,WALC
37782,COACHELLA 3,33.6758,-116.171,0.0,CA,IID
37783,RIVERSIDE 18,33.9636,-117.453,0.0,CA,CISO
37784,ESCONDIDO 12,33.1261,-117.117,0.0,CA,CISO
37785,COLTON 5,34.0609,-117.353,0.0,CA,CISO
37786,NILAND,33.2388,-115.504,0.0,CA,IID
37787,CORONA 12,33.8827,-117.556,0.0,CA,CISO
37788,SAN DIEGO 53,32.5815,-116.915,0.0,CA,CISO
37789,CALEXICO 5,32.6633,-115.658,0.0,CA,IID
37790,CARLSBAD 6,33.1361,-117.336,0.0,CA,CISO
37791,NORTH PALM SPRINGS 5,33.9603,-116.536,0.0,CA,CISO
37792,NORTH PALM SPRINGS 6,33.934,-116.578,0.0,CA,CISO
37793,HUNTINGTON BEACH 7,33.6439,-117.979,0.0,CA,CISO
37794,BREA 3,33.932,-117.84,0.0,CA,CISO
37795,NORTH PALM SPRINGS 7,33.9211,-116.564,0.0,CA,CISO
37796,CALIPATRIA 10,33.2046,-115.573,0.0,CA,IID
37797,TWENTYNINE PALMS 3,34.1719,-116.153,0.0,CA,CISO
37798,SAN DIEGO 54,32.567,-116.944,0.0,CA,CISO
37799,CHULA VISTA 10,32.5917,-117.059,0.0,CA,CISO
37800,CABAZON,33.915,-116.71,0.0,CA,CISO
37801,NORTH PALM SPRINGS 8,33.925,-116.618,0.0,CA,CISO
37802,NIPTON 3,35.5808,-115.483,0.0,CA,CISO
37803,ANAHEIM 15,33.8581,-117.862,0.0,CA,CISO
37804,SUN CITY 4,33.7388,-117.17,0.0,CA,CISO
37805,INCLINE VILLAGE,39.194,-119.835,27.05,NV,NEVP
37806,RENO 1,39.542,-119.971,47.06,NV,NEVP
37807,RENO 2,39.5364,-119.978,47.06,NV,NEVP
37808,RENO 3,39.7699,-120.003,34.99,NV,CISO
37809,STATELINE,38.8819,-119.834,8.98,NV,CISO
37810,RENO 4,39.3063,-119.949,37.52,NV,NEVP
37811,RENO 5,39.3003,-119.925,37.52,NV,NEVP
37812,CARSON CITY 1,39.1045,-119.87,16.87,NV,NEVP
37813,RENO 6,39.4774,-119.855,25.18,NV,NEVP
37814,RENO 7,39.4851,-119.741,41.84,NV,NEVP
37815,RENO 8,39.494,-119.747,41.84,NV,NEVP
37816,CARSON CITY 2,39.0757,-119.743,29.14,NV,NEVP
37817,RENO 9,39.4331,-119.809,50.09,NV,NEVP
37818,RENO 10,39.5728,-119.868,50.09,NV,NEVP
37819,RENO 11,39.6354,-119.797,57.57,NV,NEVP
37820,RENO 12,39.6729,-119.789,57.57,NV,NEVP
37821,WASHOE VALLEY,39.2309,-119.871,13.08,NV,NEVP
37822,RENO 13,39.5352,-119.814,38.36,NV,NEVP
37823,RENO 14,39.5422,-119.789,38.36,NV,NEVP
37824,GARDNERVILLE 1,38.9139,-119.76,42.5,NV,NEVP
37825,SUN VALLEY 3,39.6769,-119.832,60.56,NV,NEVP
37826,MINDEN,39.0285,-119.782,36.48,NV,NEVP
37827,SPARKS 1,39.5842,-119.815,54.28,NV,NEVP
37828,SPARKS 2,39.5425,-119.777,54.28,NV,NEVP
37829,RENO 15,39.4433,-119.757,78.11,NV,NEVP
37830,RENO 16,39.4353,-119.694,65.35,NV,NEVP
37831,CARSON CITY 3,39.22,-119.824,41.97,NV,NEVP
37832,CARSON CITY 4,39.0634,-119.679,41.44,NV,NEVP
37833,CARSON CITY 5,39.3225,-119.628,61.37,NV,NEVP
37834,RENO 17,39.4734,-119.721,38.57,NV,NEVP
37835,RENO 18,39.3836,-119.643,38.57,NV,NEVP
37836,SPARKS 3,39.6189,-119.653,55.3,NV,NEVP
37837,SPARKS 4,39.6407,-119.738,55.3,NV,NEVP
37838,SPARKS 5,39.6136,-119.701,34.63,NV,NEVP
37839,SPARKS 6,39.5504,-119.622,38.12,NV,NEVP
37840,SPARKS 7,39.5769,-119.663,38.12,NV,NEVP
37841,RENO 19,40.094,-119.6,6.64,NV,NEVP
37842,GARDNERVILLE 2,38.8188,-119.68,31.67,NV,NEVP
37843,DAYTON 7,39.1947,-119.499,42.47,NV,NEVP
37844,WELLINGTON 1,38.6735,-119.299,9.5,NV,NEVP
37845,SILVER SPRINGS,39.2712,-119.376,22.88,NV,NEVP
37846,FERNLEY 1,39.6351,-119.161,58.88,NV,NEVP
37847,YERINGTON 1,38.7551,-119.196,23.79,NV,NEVP
37848,HAWTHORNE 4,38.526,-118.654,14.26,NV,NEVP
37849,FALLON 1,39.5399,-118.221,74.32,NV,NEVP
37850,WINNEMUCCA 1,41.2532,-118.184,49.75,NV,NEVP
37851,LOVELOCK,40.3694,-118.177,16.61,NV,NEVP
37852,MC DERMITT,41.9967,-117.955,2.68,NV,NEVP
37853,BATTLE MOUNTAIN 1,40.4639,-116.954,16.07,NV,NEVP
37854,ROUND MOUNTAIN,38.8938,-116.914,6.37,NV,NEVP
37855,BEATTY,36.949,-116.815,4.27,NV,CISO
37856,AMARGOSA VALLEY,36.5285,-116.464,4.37,NV,CISO
37857,TONOPAH 1,38.3484,-116.259,8.65,NV,NEVP
37858,CARLIN,40.4476,-116.19,7.54,NV,NEVP
37859,PAHRUMP 3,36.1843,-116.007,63.51,NV,CISO
37860,EUREKA 4,39.7583,-115.941,4.22,NV,NEVP
37861,ELKO,41.3406,-115.79,69.89,NV,NEVP
37862,SPRING CREEK,40.6548,-115.501,41.44,NV,NEVP
37863,LAS VEGAS 1,36.3153,-115.574,45.47,NV,NEVP
37864,ALAMO 2,37.2615,-115.41,4.2,NV,NEVP
37865,LAS VEGAS 2,36.1052,-115.368,72.43,NV,NEVP
37866,LAS VEGAS 3,36.0816,-115.35,36.35,NV,NEVP
37867,LAS VEGAS 4,36.1792,-115.264,56.14,NV,NEVP
37868,LAS VEGAS 5,36.1254,-115.244,72.12,NV,NEVP
37869,LAS VEGAS 6,36.0686,-115.213,59.57,NV,NEVP
37870,LAS VEGAS 7,36.1415,-115.198,59.57,NV,NEVP
37871,LAS VEGAS 8,36.2685,-115.2,38.36,NV,NEVP
37872,LAS VEGAS 9,36.3465,-115.392,46.71,NV,NEVP
37873,LAS VEGAS 10,36.258,-115.258,46.71,NV,NEVP
37874,LAS VEGAS 11,36.2386,-115.336,76.88,NV,NEVP
37875,LAS VEGAS 12,36.145,-115.374,76.88,NV,NEVP
37876,LAS VEGAS 13,35.9835,-115.322,48.72,NV,NEVP
