Bus,Pd,v_nom,balancing_area,state,country,county,reeds_zone,reeds_ba,interconnect,x,y,sub_id,substation_off,LAF_state,type,carrier,unit,v_mag_pu_set,v_mag_pu_min,v_mag_pu_max,control,generator,sub_network,nerc_reg,trans_reg,trans_grp,reeds_state,rec_trading_zone
2025266,0.0,345.0,LDWP,California,US,p06037,p10,CISO,Western,-118.427,34.0604,36859.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025267,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.427,34.0604,36859.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025268,75.71,345.0,LDWP,California,US,p06037,p10,CISO,Western,-118.427,34.0604,36859.0,False,0.0011295117811763748,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025269,25.62,138.0,CISO-SCE,California,US,p06029,p10,CISO,Western,-118.49,35.6397,36860.0,False,0.0003822228481539919,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025270,29.13,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.409,34.4493,36861.0,False,0.0004345882734865646,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025271,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.409,34.4493,36861.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025272,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.49,34.4555,36862.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025273,29.13,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.49,34.4555,36862.0,False,0.0004345882734865646,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025274,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.49,34.4555,36862.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025275,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.417,34.1966,36863.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025276,76.8,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.417,34.1966,36863.0,False,0.0011457734089862052,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025277,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.368,34.1766,36864.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025278,46.03,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.368,34.1766,36864.0,False,0.0006867180991619145,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025279,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.368,34.1766,36864.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025280,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.368,34.1766,36864.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025281,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.353,34.0298,36865.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025282,37.93,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.353,34.0298,36865.0,False,0.0005658748099329005,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025283,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.353,34.0298,36865.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025284,88.7,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.378,34.2178,36866.0,False,0.0013233086116806825,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025285,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.378,34.2178,36866.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025286,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.378,34.2178,36866.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025287,0.0,345.0,LDWP,California,US,p06037,p10,CISO,Western,-118.363,34.1798,36867.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025288,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.363,34.1798,36867.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025289,113.54,345.0,LDWP,California,US,p06037,p10,CISO,Western,-118.363,34.1798,36867.0,False,0.0016938946986496581,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025290,30.77,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.347,34.3106,36868.0,False,0.00045905530982429083,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025291,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.382,34.0993,36869.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025292,42.71,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.382,34.0993,36869.0,False,0.000637187269502615,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025293,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.414,33.9808,36870.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025294,71.3,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.414,33.9808,36870.0,False,0.0010637193237072451,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025295,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.463,34.0903,36871.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025296,27.89,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.463,34.0903,36871.0,False,0.00041608880698730815,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025297,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.463,34.0903,36871.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025298,35.36,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.46,34.159,36872.0,False,0.000527533173720732,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025299,60.26,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.505,34.2609,36873.0,False,0.0008990143961654782,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025300,12.1,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.507,34.0711,36874.0,False,0.000180518987613712,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025301,49.75,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.507,34.0711,36874.0,False,0.0007422164986596837,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025302,0.0,345.0,LDWP,California,US,p06037,p10,CISO,Western,-118.447,33.948,36875.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025303,112.63,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.447,33.948,36875.0,False,0.0016803184772671393,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025304,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.337,33.9781,36876.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025305,22.86,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.337,33.9781,36876.0,False,0.00034104661626855015,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025306,25.13,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.432,34.2318,36877.0,False,0.0003749125751018664,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025307,62.21,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.432,34.2318,36877.0,False,0.0009281062991280186,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025308,62.21,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.375,34.2595,36878.0,False,0.0009281062991280186,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025309,0.0,345.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.352,34.3243,36879.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025310,62.21,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.352,34.3243,36879.0,False,0.0009281062991280186,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025311,35.61,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.396,34.6415,36880.0,False,0.0005312629048697756,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025312,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.396,34.6415,36880.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025313,35.53,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.391,33.8483,36881.0,False,0.0005300693909020817,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025314,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.337,34.017,36882.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025315,35.53,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.337,34.017,36882.0,False,0.0005300693909020817,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025316,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.337,34.017,36882.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025317,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.353,34.0493,36883.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025318,39.13,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.353,34.0493,36883.0,False,0.00058377751944831,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025319,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.353,34.0493,36883.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025320,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.353,34.0493,36883.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025321,31.62,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.368,33.973,36884.0,False,0.0004717363957310392,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025322,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.498,34.2292,36885.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025323,50.71,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.498,34.2292,36885.0,False,0.0007565386662720114,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025324,25.13,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.455,34.1107,36886.0,False,0.0003749125751018664,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025325,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.455,34.1107,36886.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025326,52.17,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.427,34.056,36887.0,False,0.0007783202961824261,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025327,52.17,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.3,34.0066,36888.0,False,0.0007783202961824261,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025328,35.11,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.345,33.7848,36889.0,False,0.0005238034425716884,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025329,28.59,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.448,34.0648,36890.0,False,0.0004265320542046303,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025330,26.13,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.396,34.2002,36891.0,False,0.0003898314996980409,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025331,27.27,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.484,34.1075,36892.0,False,0.0004068390737376799,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025332,0.0,345.0,LDWP,California,US,p06037,p10,CISO,Western,-118.464,34.2729,36893.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025333,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.464,34.2729,36893.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025334,0.0,345.0,LDWP,California,US,p06037,p10,CISO,Western,-118.464,34.2729,36893.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025335,73.76,345.0,LDWP,California,US,p06037,p10,CISO,Western,-118.464,34.2729,36893.0,False,0.0011004198782138346,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025336,0.0,345.0,LDWP,California,US,p06037,p10,CISO,Western,-118.464,34.2729,36893.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025337,55.64,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.435,34.1147,36894.0,False,0.0008300889645311519,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025338,31.76,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.392,33.8345,36895.0,False,0.00047382504517450366,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025339,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.462,33.9705,36896.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025340,72.91,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.462,33.9705,36896.0,False,0.0010877387923070862,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025341,55.04,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.336,34.2367,36897.0,False,0.0008211376097734471,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025342,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.286,34.3119,36898.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025343,55.04,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.286,34.3119,36898.0,False,0.0008211376097734471,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025344,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.286,34.3119,36898.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025345,55.04,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.344,34.4046,36899.0,False,0.0008211376097734471,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025346,72.43,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.333,34.0074,36900.0,False,0.0010805777085009225,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025347,33.47,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.359,34.1254,36901.0,False,0.0004993364062339621,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025348,36.3,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.371,34.315,36902.0,False,0.000541556962841136,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025349,36.3,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.45,34.428,36903.0,False,0.000541556962841136,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025350,36.06,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.392,33.8173,36904.0,False,0.0005379764209380542,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025351,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.392,33.8173,36904.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025352,36.06,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.319,33.9378,36905.0,False,0.0005379764209380542,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025353,0.0,138.0,CISO-SCE,California,US,p06029,p10,CISO,Western,-118.374,34.8372,36906.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025354,63.83,138.0,CISO-SCE,California,US,p06029,p10,CISO,Western,-118.374,34.8372,36906.0,False,0.0009522749569738214,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025355,63.83,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.377,34.7255,36907.0,False,0.0009522749569738214,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025356,37.24,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.35,34.1115,36908.0,False,0.0005555807519615402,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025357,69.39,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.317,33.7377,36909.0,False,0.0010352241777285519,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025358,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.333,34.3143,36910.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025359,43.03,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.333,34.3143,36910.0,False,0.0006419613253733908,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025360,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.333,34.3143,36910.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025361,69.85,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.337,34.1409,36911.0,False,0.0010420868830427921,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025362,86.75,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.374,34.1671,36912.0,False,0.001294216708718142,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025363,54.75,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.339,33.9121,36913.0,False,0.0008168111216405564,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025364,73.69,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.334,33.8588,36914.0,False,0.0010993755534921023,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025365,26.47,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.397,33.9739,36915.0,False,0.00039490393406074026,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025366,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.446,33.9695,36916.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025367,26.47,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.446,33.9695,36916.0,False,0.00039490393406074026,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025368,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.446,33.9695,36916.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025369,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.428,34.0184,36917.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025370,42.84,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.428,34.0184,36917.0,False,0.0006391267297001177,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025371,0.97,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.428,34.0184,36917.0,False,1.447135685828931e-05,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025372,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.28,34.0782,36918.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025373,42.84,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.28,34.0782,36918.0,False,0.0006391267297001177,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025374,39.94,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.311,33.8412,36919.0,False,0.0005958618483712114,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025375,96.22,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.332,33.7936,36920.0,False,0.001435498924643915,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025376,60.53,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.437,33.9517,36921.0,False,0.0009030425058064454,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025377,26.74,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.281,33.9003,36922.0,False,0.00039893204370170735,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025378,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.281,33.9003,36922.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025379,31.43,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.281,33.9003,36922.0,False,0.00046890180005776605,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025380,33.18,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.37,34.0097,36923.0,False,0.0004950099181010714,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025381,33.18,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.414,34.0879,36924.0,False,0.0004950099181010714,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025382,55.92,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.276,33.9583,36925.0,False,0.0008342662634180807,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025383,55.92,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.292,34.0079,36926.0,False,0.0008342662634180807,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025384,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.399,33.8546,36927.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025385,94.78,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.399,33.8546,36927.0,False,0.0014140156732254236,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025386,0.0,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.409,33.8761,36928.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025387,33.01,138.0,CISO-SCE,California,US,p06037,p10,CISO,Western,-118.409,33.8761,36928.0,False,0.0004924737009197218,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025388,57.01,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.287,33.7966,36929.0,False,0.0008505278912279109,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025389,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.311,34.0947,36930.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025390,0.0,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.311,34.0947,36930.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025391,27.7,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.311,34.0947,36930.0,False,0.00041325421131403495,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2025392,25.66,138.0,LDWP,California,US,p06037,p10,CISO,Western,-118.311,34.0947,36930.0,False,0.0003828196051378389,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
